"CITY_ID","CITY_NAME"
"01","台北市"
"02","高雄市"
"11","基隆市"
"12","新竹市"
"13","台中市"
"14","嘉義市"
"15","台南市"
"23","金門縣"
"24","連江縣"
"31","台北縣"
"32","宜蘭縣"
"33","桃園縣"
"34","新竹縣"
"35","苗栗縣"
"36","台中縣"
"37","彰化縣"
"38","南投縣"
"39","雲林縣"
"40","嘉義縣"
"41","台南縣"
"42","高雄縣"
"43","屏東縣"
"44","澎湖縣"
"45","花蓮縣"
"46","台東縣"
